date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:34:43	1415/1415	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:17%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_pRtAmt-QZSzGGpqRXrtUrYpzpogrJbbcMzN-mi21-lM.qMGXDVJb_ifgE5vRR5n1azOFYDjb3yv91PoYBYYQI1g.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_pRtAmt-QZSzGGpqRXrtUrYpzpogrJbbcMzN-mi21-lM.qMGXDVJb_ifgE5vRR5n1azOFYDjb3yv91PoYBYYQI1g.202ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:43	5806/5806	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:17%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_tgkq_VuLMXJYNOgsu8AyLWkhhIG_v7p28aCgOJXGWLs.y2vZhYXYpcYLmKm02g2aZqQM3faow8BMtyQOhkzBKjM.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_tgkq_VuLMXJYNOgsu8AyLWkhhIG_v7p28aCgOJXGWLs.y2vZhYXYpcYLmKm02g2aZqQM3faow8BMtyQOhkzBKjM.212ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:43	2787/2787	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:18%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_XMuw5xlRRyCnRi0CDzL5dN4DXOgRFXi-aQTw_xgXMsw.x8p0gjOoe2ABzUFcxzb_oIVBcA9MUeXSjBK16FYWB0c.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_XMuw5xlRRyCnRi0CDzL5dN4DXOgRFXi-aQTw_xgXMsw.x8p0gjOoe2ABzUFcxzb_oIVBcA9MUeXSjBK16FYWB0c.222ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:44	111688/111688	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Nov%202025%2007:20:02%20GMT	https://www.nexusmentalhealth.com/resources	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/resources.html	(from https://www.nexusmentalhealth.com/)
16:34:44	265966/265966	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:18%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_9q_fXbKBa5bLOr_md9oU231RGK4VMUl3OuUPy7fhK28.wSYF7HF-DzBZglJ2BZSbk80dg9uuZCHeEl_2RNfqK98.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_9q_fXbKBa5bLOr_md9oU231RGK4VMUl3OuUPy7fhK28.wSYF7HF-DzBZglJ2BZSbk80dg9uuZCHeEl_2RNfqK98.232ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:44	12285/12285	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:18%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_JrxzGV6yYLZlytJKNd9HrsFdmISL6JO0Kgb2z7Jj9oI.tk3FsCcPvSQHkEye_qeGNah-dX86TGLuZOx0QAjehHs.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_JrxzGV6yYLZlytJKNd9HrsFdmISL6JO0Kgb2z7Jj9oI.tk3FsCcPvSQHkEye_qeGNah-dX86TGLuZOx0QAjehHs.242ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:44	6634/6634	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:19%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_-3BhsVSrthb9tc-l941vsthV78tan1tvXMuzUhJPoAA.bdWl3AvEC93MDAyi09RO2CjhADSGdcK4n-e_L56OWQ8.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_-3BhsVSrthb9tc-l941vsthV78tan1tvXMuzUhJPoAA.bdWl3AvEC93MDAyi09RO2CjhADSGdcK4n-e_L56OWQ8.252ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:44	461/461	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:19%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_fuWESBxt7X6OH4lJ9rpXPLhnaIVT_xNrrpT-_wdwqJo.0qQgLQQakyHzIK8KF-SO-BSrK2TX62CBX9T8znShQQo.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_fuWESBxt7X6OH4lJ9rpXPLhnaIVT_xNrrpT-_wdwqJo.0qQgLQQakyHzIK8KF-SO-BSrK2TX62CBX9T8znShQQo.262ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:45	3517/3517	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:19%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_eeOCsoyTABpbFaGmzFJjz8c3m4Lc0oTVHUlhkz1KfFE.yBmT6hyxvRImIZ3e1p-YwwexaAVhlRHiRBbnKehPVl0.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_eeOCsoyTABpbFaGmzFJjz8c3m4Lc0oTVHUlhkz1KfFE.yBmT6hyxvRImIZ3e1p-YwwexaAVhlRHiRBbnKehPVl0.272ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:45	10085/10085	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:19%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_2tw3HpTZ3gq5NY3lmDJhAGEJzsYnePpJKHlfPejnCpc.C019ITnHC9aNljYF_n3rnv7MP9xtjLlx_cJETEt3IUE.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_2tw3HpTZ3gq5NY3lmDJhAGEJzsYnePpJKHlfPejnCpc.C019ITnHC9aNljYF_n3rnv7MP9xtjLlx_cJETEt3IUE.282ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:45	55771/55771	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Nov%202025%2016:59:38%20GMT	https://www.nexusmentalhealth.com/spotlight	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/spotlight.html	(from https://www.nexusmentalhealth.com/)
16:34:45	6375/6375	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:17%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_cELoJ3xYgpc1mRMIacvKCmp5L3C7rh2lMyiCJXcUQo0.q-7FzdYwOhAeWy9dlqZHoOgLesrIQb96mHI9MhEDMak.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_cELoJ3xYgpc1mRMIacvKCmp5L3C7rh2lMyiCJXcUQo0.q-7FzdYwOhAeWy9dlqZHoOgLesrIQb96mHI9MhEDMak.292ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:45	3979/3979	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:18%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_4UGtmJ6Da9RLQmU5IydQiJmYYKaeznqAUdNnWGM3WQ4.opmHzgEqcNwUssIYGcQ40vjltgfhjQwsXiIrpYDoI84.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_4UGtmJ6Da9RLQmU5IydQiJmYYKaeznqAUdNnWGM3WQ4.opmHzgEqcNwUssIYGcQ40vjltgfhjQwsXiIrpYDoI84.2a2ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:46	159/159	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:18%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_ds0DNW5M0MkXFQTxfQU8-0tjk0XD6EAEWXdBfiL3vts._x5XkB1oqRLKdaIGhMp2hVF44elHD63L3l3Zuo6KRYw.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_ds0DNW5M0MkXFQTxfQU8-0tjk0XD6EAEWXdBfiL3vts._x5XkB1oqRLKdaIGhMp2hVF44elHD63L3l3Zuo6KRYw.2b2ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:46	298/298	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:18%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_r1ZLLXEsvZgNnTF2wJnive5s3mSq-JKbMEJy8GfLbAg.Nh70AVZCoWiKjDSTtW-ZqMInFf_q45q7qkAbJBLd698.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_r1ZLLXEsvZgNnTF2wJnive5s3mSq-JKbMEJy8GfLbAg.Nh70AVZCoWiKjDSTtW-ZqMInFf_q45q7qkAbJBLd698.2c2ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:46	713/713	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:18%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_J5KkvIwnqrOL3x37tGfFOpnIikOSTQeL-NBDS3iXY1k.6MQoSk66XycEmIJt0l5cJ21AZ8MpfZRjOlsv0DHvKRE.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_J5KkvIwnqrOL3x37tGfFOpnIikOSTQeL-NBDS3iXY1k.6MQoSk66XycEmIJt0l5cJ21AZ8MpfZRjOlsv0DHvKRE.2d2ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:46	576/576	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:19%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_dtE3T-flBdeGFajtIcjHVkm7i_4WfirXTmR7xFe_ODk.xde8sIuOgj0_4TPXDuAcldoVU2Mp323svRUibYpRhow.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_dtE3T-flBdeGFajtIcjHVkm7i_4WfirXTmR7xFe_ODk.xde8sIuOgj0_4TPXDuAcldoVU2Mp323svRUibYpRhow.2e2ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:47	116865/116865	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/2024-02/homepage_header%201-min.png	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/2024-02/homepage_header%201-min.png	(from https://www.nexusmentalhealth.com/)
16:34:47	452/452	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:19%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_n_ch-VZY75Nrm87nULuu533PUfZW2tu2ueEVIxc6nYY.kUwL6EU5B9zLac11f-zSKH3vfMJma9SjZYGALVQwz1o.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_n_ch-VZY75Nrm87nULuu533PUfZW2tu2ueEVIxc6nYY.kUwL6EU5B9zLac11f-zSKH3vfMJma9SjZYGALVQwz1o.2f2ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:47	1539/1539	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:19%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_cnyE2lhw4B9UjEnmg3gLpToM02hun5W0GEswDyaRpdY.46Xlhw1Ml1o5QLuYcHR98JMiY50edIocg5e-Qel6iqg.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_cnyE2lhw4B9UjEnmg3gLpToM02hun5W0GEswDyaRpdY.46Xlhw1Ml1o5QLuYcHR98JMiY50edIocg5e-Qel6iqg.302ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:47	1115/1115	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:19%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_r46-wxQCusDdmT4b78X3PixHcQS5zo1ayRRCnSLkoe0.awqM2ORzpAjWUZRHsvN_MwxIK18MLeay_e5EQM5KJMA.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_r46-wxQCusDdmT4b78X3PixHcQS5zo1ayRRCnSLkoe0.awqM2ORzpAjWUZRHsvN_MwxIK18MLeay_e5EQM5KJMA.312ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:47	13226/13226	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:19%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_8DjllDFBsOsi1XYK2RcryyQF6ucKpg38EsjU2Ynb1qw.dYJqc7dX1j8oEC2eRdT_X0x6PxDQjOYUdTCyUbAMC8A.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_8DjllDFBsOsi1XYK2RcryyQF6ucKpg38EsjU2Ynb1qw.dYJqc7dX1j8oEC2eRdT_X0x6PxDQjOYUdTCyUbAMC8A.322ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:48	5330/5330	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:19%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_bcL5bYCNK7VMXO5kHqp9jIrdLSQ3ericSbJ7TTwGDsg._U93TB2C4tRChbflmZVDwY0UtXo6ltcHx88L3IGBAT8.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_bcL5bYCNK7VMXO5kHqp9jIrdLSQ3ericSbJ7TTwGDsg._U93TB2C4tRChbflmZVDwY0UtXo6ltcHx88L3IGBAT8.332ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:48	5028/5028	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:20%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_kqNvxV1ipxWBF5aeeth2PHvDgyQ0Uu4yBkDykxRE4gc.ACvVI2ZUERsrFthQ1xdi8s0tPVq-PoEOx3fiok6aLME.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_kqNvxV1ipxWBF5aeeth2PHvDgyQ0Uu4yBkDykxRE4gc.ACvVI2ZUERsrFthQ1xdi8s0tPVq-PoEOx3fiok6aLME.342ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:48	1728/1728	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:20%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_4v7ZfBSxV2MhOzVAlyOhPkHTRzgcQB6A5kq2Z7qb_dU.x2hhMNMtNE3jdl1uHA1qpbwLOUTsOiHqb5Pq7WAANUk.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_4v7ZfBSxV2MhOzVAlyOhPkHTRzgcQB6A5kq2Z7qb_dU.x2hhMNMtNE3jdl1uHA1qpbwLOUTsOiHqb5Pq7WAANUk.352ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:48	10077/10077	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:20%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_GcAbo6q8NYYI558EWkkYTO7i0wYZ4h9AHLriZh-PSWk.GnZafehn2H7KRRIwi_g6BS4mYndMNoE6cVE-Dii_6lk.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_GcAbo6q8NYYI558EWkkYTO7i0wYZ4h9AHLriZh-PSWk.GnZafehn2H7KRRIwi_g6BS4mYndMNoE6cVE-Dii_6lk.362ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:49	1175/1175	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:20%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_3tJimBzAP4ak1DDYOxF65HG8wgF-OAF6KaumpXzCIB8.T-46vbEARMHEdWm8Qx9egm-mTCgqBCqS7tiqPkDJXOY.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_3tJimBzAP4ak1DDYOxF65HG8wgF-OAF6KaumpXzCIB8.T-46vbEARMHEdWm8Qx9egm-mTCgqBCqS7tiqPkDJXOY.372ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:49	266208/266208	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/2024-01/our_vision_desktop%201%20(1)-min_0.png	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/2024-01/our_vision_desktop%201%20(1)-min_0.png	(from https://www.nexusmentalhealth.com/)
16:34:49	2563/2563	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:20%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_LqBk0f1R_hyHvJsMKgaZ50dA37lafBPbaUvJ26y8480.-JOtJ9MFrN-6G0WPC62oET_l60zBTWU72jZKy-zTT5o.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_LqBk0f1R_hyHvJsMKgaZ50dA37lafBPbaUvJ26y8480.-JOtJ9MFrN-6G0WPC62oET_l60zBTWU72jZKy-zTT5o.382ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:49	91135/91135	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/2024-02/how_were_different_desktop%201-min_0.png	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/2024-02/how_were_different_desktop%201-min_0.png	(from https://www.nexusmentalhealth.com/)
16:34:49	585/585	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:20%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_OLo4nR2I-AIo_PP3LBf63MEoyg_0mwavrzZPzRTJQiY.vnWSY_5gd9z7OYLjsu9UkWPKOXI4PC__--V0AqclLGM.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_OLo4nR2I-AIo_PP3LBf63MEoyg_0mwavrzZPzRTJQiY.vnWSY_5gd9z7OYLjsu9UkWPKOXI4PC__--V0AqclLGM.392ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:49	1007/1007	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:20%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_Lk3HylMdHGZHqHHqcTYsS2l1CR0_tmj8qZ228mO-qdU.l8UJXKSTL6oy3zyuPmy-tBLmUR8kd2RdJEkyWYk7XyQ.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_Lk3HylMdHGZHqHHqcTYsS2l1CR0_tmj8qZ228mO-qdU.l8UJXKSTL6oy3zyuPmy-tBLmUR8kd2RdJEkyWYk7XyQ.3a2ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:50	807/807	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:18%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_qBssn3BkGKsenXBYniZT8cBiMVqDV6m--sXtXgPJjow.fUyNhikEDylKu4g_h5yrhvpjXJVcJZft9tLoU1SLwZI.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_qBssn3BkGKsenXBYniZT8cBiMVqDV6m--sXtXgPJjow.fUyNhikEDylKu4g_h5yrhvpjXJVcJZft9tLoU1SLwZI.3b2ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:50	87533/87533	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2010%20Nov%202025%2006:34:21%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/js/optimized/js_dxIVcwvQ00owLGoUGPTfRYXU-T5rnj8Xi0cXfb3Kn58._JqT3SQfawRcv_BIHPThkBvs0OEvtFFmqPF_lYI_Cxo.js?v=3.7.1	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/js/optimized/js_dxIVcwvQ00owLGoUGPTfRYXU-T5rnj8Xi0cXfb3Kn58._JqT3SQfawRcv_BIHPThkBvs0OEvtFFmqPF_lYI_Cxo.3cd734.dela	(from https://www.nexusmentalhealth.com/)
16:34:50	1357/1357	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Oct%202025%2005:54:14%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/js/optimized/js_w0iO3No0CsyHgJmryEbhwpkh5zx6m6dhvawBt4ufwyA.HRN_m4FplP890kDvBJQuv0fEgTHDKwrMZA2zBldV1JY.js?v=1.0.1	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/js/optimized/js_w0iO3No0CsyHgJmryEbhwpkh5zx6m6dhvawBt4ufwyA.HRN_m4FplP890kDvBJQuv0fEgTHDKwrMZA2zBldV1JY.3df700.dela	(from https://www.nexusmentalhealth.com/)
16:34:50	691/691	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Oct%202025%2005:54:12%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/js/optimized/js_Hpe5jrMuKXrV4HSTMApXJsNBxraAgcHUrTjxkwWKqy8.9H1W9OQqD9V27idEVOJMCFAQtGS4Scq-gAQciKr0U2M.js?v=10.5.0	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/js/optimized/js_Hpe5jrMuKXrV4HSTMApXJsNBxraAgcHUrTjxkwWKqy8.9H1W9OQqD9V27idEVOJMCFAQtGS4Scq-gAQciKr0U2M.3efe04.dela	(from https://www.nexusmentalhealth.com/)
16:34:50	21057/21057	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Oct%202025%2005:54:12%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/js/optimized/js_V1oRQ-kJlXBZaEklOtPUe_1t8-l0RS94HJ3gsqxKikc.LMtm7OsF5tFcpxpmBexOddu30l-Xz-FUCSBPovfiEt8.js?v=10.5.0	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/js/optimized/js_V1oRQ-kJlXBZaEklOtPUe_1t8-l0RS94HJ3gsqxKikc.LMtm7OsF5tFcpxpmBexOddu30l-Xz-FUCSBPovfiEt8.3ffe04.dela	(from https://www.nexusmentalhealth.com/)
16:34:51	960/960	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2010%20Nov%202025%2006:34:21%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/js/optimized/js_KRjtvzl6UujB23-j_sF6dqOcbqg2z8ej98A8RU9bGsg.kjk12BMQYgWzHTlTsh40oAfzJ1jsDD0rpt092h-M9uk.js?v=10.5.0	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/js/optimized/js_KRjtvzl6UujB23-j_sF6dqOcbqg2z8ej98A8RU9bGsg.kjk12BMQYgWzHTlTsh40oAfzJ1jsDD0rpt092h-M9uk.40fe04.dela	(from https://www.nexusmentalhealth.com/)
